index,long_B,stopA_id,stopB_id,lat_A,long_A,lat_B,distance,time
3211,-0.209769,S830,S831,5.64763,-0.210459,5.65021,292,44
3212,-0.208608,S831,S832,5.65021,-0.209769,5.65395,436,74
3213,-0.207807,S831,S833,5.65021,-0.209769,5.65663,747,126
3214,-0.209451,S831,S5752,5.65021,-0.209769,5.65148,146,29
3215,-0.207807,S832,S833,5.65395,-0.208608,5.65663,311,52
3216,-0.205948,S833,S834,5.65663,-0.207807,5.6606,488,82
3217,-0.206927,S833,S3146,5.65663,-0.207807,5.65868,249,41
3218,-0.205948,S833,S834,5.65663,-0.207807,5.6606,488,82
3219,-0.204607,S834,T835,5.6606,-0.205948,5.66727,773,128
3220,-0.204697,S834,S3147,5.6606,-0.205948,5.66699,741,121
3221,-0.209961,S838,S304,5.65235,-0.209073,5.64983,297,57
3222,-0.218873,S842,S306,5.6347,-0.215396,5.62707,1113,178
3223,-0.218937,S842,S523,5.6347,-0.215396,5.62711,1105,176
3224,-0.238154,S847,S480,5.61035,-0.235436,5.60948,316,30
3225,-0.252326,S853,S2335,5.60769,-0.246312,5.60515,4501,804
3226,-0.246336,S853,S5300,5.60769,-0.246312,5.60711,2880,511
3227,-0.245779,S853,S855,5.60769,-0.246312,5.60809,6173,584
3228,-0.238133,S853,S2337,5.60769,-0.246312,5.60907,1094,84
3229,-0.240021,S853,S2974,5.60769,-0.246312,5.60863,1309,115
3230,-0.249801,S853,S3854,5.60769,-0.246312,5.60651,5694,490
3231,-0.274308,S855,S860,5.60809,-0.245779,5.60221,4507,769
3232,-0.274655,S860,S861,5.60221,-0.274308,5.60815,794,183
3233,-0.275028,S861,S863,5.60815,-0.274655,5.61061,277,46
3234,-0.276895,S863,S864,5.61061,-0.275028,5.62077,1144,188
3235,-0.276219,S863,S1734,5.61061,-0.275028,5.61686,703,113
3236,-0.282839,S864,T865,5.62077,-0.276895,5.62377,742,201
3237,-0.283482,S864,S1736,5.62077,-0.276895,5.62489,888,113
3238,-0.275382,S868,S869,5.62018,-0.27687,5.61242,878,142
3239,-0.274823,S868,S5178,5.62018,-0.27687,5.60918,1244,195
3240,-0.274668,S869,S870,5.61242,-0.275382,5.60817,479,73
3241,-0.275662,S870,S871,5.60817,-0.274668,5.60449,500,121
3242,-0.275056,S871,S872,5.60449,-0.275662,5.6033,149,25
3243,-0.272502,S872,S874,5.6033,-0.275056,5.5991,546,119
3244,-0.270308,S874,S876,5.5991,-0.272502,5.5954,480,126
3245,-0.268183,S874,T2838,5.5991,-0.272502,5.59229,4320,818
3246,-0.268183,S874,T2838,5.5991,-0.272502,5.59229,4320,818
3247,-0.268803,S876,S877,5.5954,-0.270308,5.59319,307,183
3248,-0.263477,S877,S879,5.59319,-0.268803,5.59814,2327,677
3249,-0.258796,S877,S880,5.59319,-0.268803,5.60238,2835,681
3250,-0.258796,S879,S880,5.59814,-0.263477,5.60238,2719,461
3251,-0.258796,S879,S880,5.59814,-0.263477,5.60238,2719,461
3252,-0.258796,S879,S880,5.59814,-0.263477,5.60238,2719,461
3253,-0.24909,S880,S3040,5.60238,-0.258796,5.6065,1174,143
3254,-0.251965,S880,S881,5.60238,-0.258796,5.60543,6841,605
3255,-0.252362,S880,S5222,5.60238,-0.258796,5.60502,777,99
3256,-0.247032,S880,T0,5.60238,-0.258796,5.6074,1424,168
3257,-0.251965,S880,S881,5.60238,-0.258796,5.60543,6841,605
3258,-0.251965,S880,S881,5.60238,-0.258796,5.60543,6841,605
3259,-0.252268,S880,S5746,5.60238,-0.258796,5.60501,787,110
3260,-0.24909,S880,S3040,5.60238,-0.258796,5.6065,1174,143
3261,-0.247779,S880,S3833,5.60238,-0.258796,5.60704,1332,257
3262,-0.251965,S880,S881,5.60238,-0.258796,5.60543,6841,605
3263,-0.247032,S881,T0,5.60543,-0.251965,5.6074,6451,818
3264,-0.247032,S881,T0,5.60543,-0.251965,5.6074,6451,818
3265,-0.225837,S881,T251,5.60543,-0.251965,5.62079,5536,1113
3266,-0.255516,S881,S2362,5.60543,-0.251965,5.60077,5654,791
3267,-0.247032,S881,T0,5.60543,-0.251965,5.6074,6451,818
3268,-0.247032,S881,T0,5.60543,-0.251965,5.6074,6451,818
3269,-0.216263,S885,S887,5.53636,-0.213683,5.53314,1215,218
3270,-0.217135,S885,S4577,5.53636,-0.213683,5.53203,1416,235
3271,-0.239113,S887,S888,5.53314,-0.216263,5.52718,2694,342
3272,-0.241805,S888,S889,5.52718,-0.239113,5.52695,299,42
3273,-0.243834,S889,S890,5.52695,-0.241805,5.52687,244,38
3274,-0.246205,S890,S891,5.52687,-0.243834,5.5266,270,67
3275,-0.246205,S890,S891,5.52687,-0.243834,5.5266,270,67
3276,-0.246205,S890,S891,5.52687,-0.243834,5.5266,270,67
3277,-0.248989,S890,S4993,5.52687,-0.243834,5.52639,587,124
3278,-0.250591,S890,T893,5.52687,-0.243834,5.52619,758,152
3279,-0.249026,S891,S892,5.5266,-0.246205,5.52635,310,54
3280,-0.215389,S891,S981,5.5266,-0.246205,5.54106,4831,711
3281,-0.250542,S891,T2478,5.5266,-0.246205,5.5262,482,84
3282,-0.249096,S891,S4806,5.5266,-0.246205,5.52635,321,57
3283,-0.250591,S892,T893,5.52635,-0.249026,5.52619,174,28
3284,-0.213312,S896,S897,5.52659,-0.246067,5.53548,4155,560
3285,-0.241652,S896,S1322,5.52659,-0.246067,5.52698,491,90
3286,-0.215313,S897,S898,5.53548,-0.213312,5.5412,673,150
3287,-0.216699,S898,S899,5.5412,-0.215313,5.54507,456,96
3288,-0.217147,S898,T883,5.5412,-0.215313,5.54963,1172,223
3289,-0.216218,S898,S1005,5.5412,-0.215313,5.54324,262,70
3290,-0.217098,S899,T900,5.54507,-0.216699,5.55023,787,138
3291,-0.217774,S899,S941,5.54507,-0.216699,5.54765,321,41
3292,-0.217718,S899,S1007,5.54507,-0.216699,5.54756,309,39
3293,-0.367948,S904,S5419,5.55228,-0.35876,5.55169,1035,52
3294,-0.398675,S904,S99,5.55228,-0.35876,5.5392,4726,344
3295,-0.382532,S904,S5007,5.55228,-0.35876,5.54685,2744,205
3296,-0.406376,S907,S908,5.53782,-0.402985,5.53686,390,29
3297,-0.412741,S907,S102,5.53782,-0.402985,5.53572,1110,93
3298,-0.412741,S907,S102,5.53782,-0.402985,5.53572,1110,93
3299,-0.412741,S908,S102,5.53686,-0.406376,5.53572,720,63
3300,-0.330222,S91,S92,5.5541,-0.309058,5.55101,2389,164
3301,-0.35876,S91,S904,5.5541,-0.309058,5.55228,5784,418
3302,-0.226771,S913,S914,5.53681,-0.22359,5.53613,360,59
3303,-0.228888,S914,S1830,5.53613,-0.226771,5.53563,241,37
3304,-0.232905,S914,S915,5.53613,-0.226771,5.53474,696,105
3305,-0.233042,S914,S987,5.53613,-0.226771,5.53477,710,109
3306,-0.21552,S914,S925,5.53613,-0.226771,5.53856,1276,220
3307,-0.209183,S914,S2300,5.53613,-0.226771,5.54146,3237,487
3308,-0.230805,S914,T2497,5.53613,-0.226771,5.53665,538,93
3309,-0.229003,S914,S4499,5.53613,-0.226771,5.53568,252,39
3310,-0.240268,S914,S4596,5.53613,-0.226771,5.54811,2679,402
3311,-0.243597,S914,S928,5.53613,-0.226771,5.53505,1918,306
3312,-0.209251,S914,T1146,5.53613,-0.226771,5.54146,3237,487
3313,-0.230442,S914,S4501,5.53613,-0.226771,5.53537,415,65
3314,-0.238041,S914,S927,5.53613,-0.226771,5.53367,1277,215
3315,-0.243891,S915,T916,5.53474,-0.232905,5.53509,1254,205
3316,-0.211741,S915,S1164,5.53474,-0.232905,5.53359,2928,384
3317,-0.21552,S915,S925,5.53474,-0.232905,5.53856,1972,334
3318,-0.216158,S919,S920,5.53458,-0.24217,5.54315,3703,648
3319,-0.345638,S92,S94,5.55101,-0.330222,5.54683,1836,168
3320,-0.217147,S920,T883,5.54315,-0.216158,5.54963,935,175
3321,-0.216699,S920,S899,5.54315,-0.216158,5.54507,220,47
3322,-0.226301,S925,S926,5.53856,-0.21552,5.5353,1340,262
3323,-0.216594,S925,S984,5.53856,-0.21552,5.53832,122,33
3324,-0.213429,S925,T1017,5.53856,-0.21552,5.5389,234,64
3325,-0.211671,S925,S1145,5.53856,-0.21552,5.53855,567,139
3326,-0.213022,S925,S2668,5.53856,-0.21552,5.53833,350,98
3327,-0.216043,S925,S4911,5.53856,-0.21552,5.54321,653,169
3328,-0.238041,S926,S927,5.5353,-0.226301,5.53367,1410,276
3329,-0.243597,S927,S928,5.53367,-0.238041,5.53505,640,90
3330,-0.243597,S927,S928,5.53367,-0.238041,5.53505,640,90
3331,-0.243891,S927,T916,5.53367,-0.238041,5.53509,673,95
3332,-0.243597,S927,S928,5.53367,-0.238041,5.53505,640,90
3333,-0.245891,S928,S929,5.53505,-0.243597,5.53162,539,127
3334,-0.246314,S928,S991,5.53505,-0.243597,5.53561,310,48
3335,-0.243068,S928,S2594,5.53505,-0.243597,5.53489,61,10
3336,-0.252672,S928,S993,5.53505,-0.243597,5.53564,1020,134
3337,-0.246314,S928,S991,5.53505,-0.243597,5.53561,310,48
3338,-0.246314,S928,S991,5.53505,-0.243597,5.53561,310,48
3339,-0.247553,S929,S930,5.53162,-0.245891,5.53563,607,177
3340,-0.25517,S930,T931,5.53563,-0.247553,5.53651,865,108
3341,-0.241952,S934,S936,5.53569,-0.246252,5.53458,493,100
3342,-0.251639,S934,S1179,5.53569,-0.246252,5.53999,990,171
3343,-0.244557,S934,S2467,5.53569,-0.246252,5.53885,522,122
3344,-0.235723,S934,S1000,5.53569,-0.246252,5.53417,1207,224
3345,-0.235723,S934,S1000,5.53569,-0.246252,5.53417,1207,224
3346,-0.251639,S934,S1179,5.53569,-0.246252,5.53999,990,171
3347,-0.226506,S936,S937,5.53458,-0.241952,5.53619,1758,286
3348,-0.228926,S937,S1001,5.53619,-0.226506,5.53562,275,43
3349,-0.201709,S937,T244,5.53619,-0.226506,5.54863,4321,586
3350,-0.216158,S937,S920,5.53619,-0.226506,5.54315,1917,348
3351,-0.215757,S937,S1003,5.53619,-0.226506,5.53853,1215,200
3352,-0.220293,S937,S4168,5.53619,-0.226506,5.56836,4971,643
3353,-0.218006,S937,S4511,5.53619,-0.226506,5.53792,956,136
3354,-0.215757,S937,S1003,5.53619,-0.226506,5.53853,1215,200
3355,-0.221662,S937,S4784,5.53619,-0.226506,5.53668,563,89
3356,-0.20442,S937,S4554,5.53619,-0.226506,5.5442,4149,525
3357,-0.353869,S94,S95,5.54683,-0.345638,5.55019,1011,90
3358,-0.217147,S941,T883,5.54765,-0.217774,5.54963,395,86
3359,-0.235452,S945,S946,5.55886,-0.229855,5.55623,1585,290
3360,-0.234975,S945,T1009,5.55886,-0.229855,5.56514,1151,239
3361,-0.247249,S946,S947,5.55623,-0.235452,5.55902,1350,293
3362,-0.251888,S947,S949,5.55902,-0.247249,5.55949,553,126
3363,-0.251888,S947,S949,5.55902,-0.247249,5.55949,553,126
3364,-0.251888,S947,S949,5.55902,-0.247249,5.55949,553,126
3365,-0.25124,S949,S950,5.55949,-0.251888,5.55644,377,80
3366,-0.25124,S949,S950,5.55949,-0.251888,5.55644,377,80
3367,-0.25124,S949,S950,5.55949,-0.251888,5.55644,377,80
3368,-0.256928,S949,T2741,5.55949,-0.251888,5.55835,588,123
3369,-0.251895,S949,S2748,5.55949,-0.251888,5.5594,8,2
3370,-0.370203,S95,S96,5.55019,-0.353869,5.55109,1882,99
3371,-0.253458,S950,S951,5.55644,-0.25124,5.55583,255,54
3372,-0.254702,S950,S1117,5.55644,-0.25124,5.55529,419,97
3373,-0.253374,S950,S2627,5.55644,-0.25124,5.55594,242,52
3374,-0.254621,S951,S952,5.55583,-0.253458,5.55534,159,42
3375,-0.253545,S952,T953,5.55534,-0.254621,5.5544,314,80
3376,-0.245848,S956,S957,5.55658,-0.251023,5.55886,775,221
3377,-0.239589,S957,S958,5.55886,-0.245848,5.55746,709,144
3378,-0.235567,S958,S960,5.55746,-0.239589,5.55654,457,95
3379,-0.235921,S958,T75,5.55746,-0.239589,5.56507,1086,269
3380,-0.390143,S96,S97,5.55109,-0.370203,5.54323,2387,214
3381,-0.232449,S960,S962,5.55654,-0.235567,5.55573,358,75
3382,-0.230194,S962,S964,5.55573,-0.232449,5.55905,564,102
3383,-0.223026,S964,S965,5.55905,-0.230194,5.55259,1070,210
3384,-0.219885,S965,T54,5.55259,-0.223026,5.5516,450,115
3385,-0.22034,S965,S1088,5.55259,-0.223026,5.55011,406,104
3386,-0.22116,S965,S1105,5.55259,-0.223026,5.55082,286,69
3387,0.004087,S969,S970,5.61045,-0.075449,5.63009,9945,845
3388,-0.394706,S97,S98,5.54323,-0.390143,5.54107,560,32
3389,0.005646,S970,S971,5.63009,0.004087,5.63734,937,162
3390,0.007648,S971,S972,5.63734,0.005646,5.63936,318,34
3391,0.010276,S972,S973,5.63936,0.007648,5.64266,469,62
3392,0.014925,S973,S974,5.64266,0.010276,5.64498,580,103
3393,0.019349,S974,S975,5.64498,0.014925,5.64603,493,88
3394,0.023031,S975,S976,5.64603,0.019349,5.64941,551,88
3395,0.024435,S976,T977,5.64941,0.023031,5.65134,260,46
3396,-0.398675,S98,S99,5.54107,-0.394706,5.5392,486,35
3397,-0.215875,S981,S982,5.54106,-0.215389,5.53871,361,91
3398,-0.216124,S981,S1312,5.54106,-0.215389,5.54309,241,49
3399,-0.215964,S981,T1081,5.54106,-0.215389,5.54539,557,117
3400,-0.216699,S981,S1313,5.54106,-0.215389,5.5448,441,95
3401,-0.21552,S982,S925,5.53871,-0.215875,5.53856,69,39
3402,-0.223355,S984,S985,5.53832,-0.216594,5.53543,954,180
3403,-0.226771,S985,S914,5.53543,-0.223355,5.53613,506,108
3404,-0.238041,S987,S927,5.53477,-0.233042,5.53367,567,106
3405,-0.406336,S99,S5403,5.5392,-0.398675,5.53684,889,85
3406,-0.407064,S99,S5423,5.5392,-0.398675,5.53664,973,91
3407,-0.400462,S99,S100,5.5392,-0.398675,5.53851,213,27
3408,-0.400462,S99,S100,5.5392,-0.398675,5.53851,213,27
3409,-0.402985,S99,S907,5.5392,-0.398675,5.53782,502,56
3410,-0.410802,S99,S3570,5.5392,-0.398675,5.53603,1395,124
3411,-0.412741,S99,S102,5.5392,-0.398675,5.53572,1613,148
3412,-0.412741,S99,S102,5.5392,-0.398675,5.53572,1613,148
3413,-0.251421,S991,S992,5.53561,-0.246314,5.53563,567,69
3414,-0.247446,S991,S2457,5.53561,-0.246314,5.53565,125,17
3415,-0.255284,S991,T994,5.53561,-0.246314,5.53654,1015,127
3416,-0.242319,S991,S2472,5.53561,-0.246314,5.53474,455,95
3417,-0.252672,S992,S993,5.53563,-0.251421,5.53564,143,17
3418,-0.255284,S993,T994,5.53564,-0.252672,5.53654,306,41
3419,-0.255284,S993,T994,5.53564,-0.252672,5.53654,306,41
3420,-0.255284,S993,T994,5.53564,-0.252672,5.53654,306,41
3421,-0.243684,S997,S998,5.53561,-0.247689,5.53505,453,94
3422,-0.240412,S998,S999,5.53505,-0.243684,5.534,380,58
3423,-0.246252,S998,S934,5.53505,-0.243684,5.53569,294,46
3424,-0.242367,S998,S2599,5.53505,-0.243684,5.53502,165,37
3425,-0.246252,S998,S934,5.53505,-0.243684,5.53569,294,46
3426,-0.235723,S999,S1000,5.534,-0.240412,5.53417,532,100
3427,-0.240858,S999,T1161,5.534,-0.240412,5.53414,52,8
3428,-0.23291,S999,S1153,5.534,-0.240412,5.53479,851,142
3429,-0.070571,T0,S5904,5.6074,-0.247032,5.66261,20566,1098
3430,-0.282288,T0,S2,5.6074,-0.247032,5.58903,9958,875
3431,-0.126252,T0,S6095,5.6074,-0.247032,5.63782,14554,1248
3432,-0.250777,T0,S6144,5.6074,-0.247032,5.64146,7410,709
3433,-0.024835,T0,S6162,5.6074,-0.247032,5.68131,27867,1637
3434,-0.265315,T0,S5435,5.6074,-0.247032,5.65777,9232,547
3435,-0.27037,T0,S6219,5.6074,-0.247032,5.66743,10576,623
3436,-0.238944,T0,S1530,5.6074,-0.247032,5.6006,2626,398
3437,-0.241831,T0,S5279,5.6074,-0.247032,5.60282,2270,301
3438,-0.246312,T0,S853,5.6074,-0.247032,5.60769,86,9
3439,-0.246336,T0,S5327,5.6074,-0.247032,5.61467,7111,752
3440,-0.265155,T0,S5361,5.6074,-0.247032,5.65782,9236,747
3441,-0.261183,T0,S5389,5.6074,-0.247032,5.60121,6734,677
3442,-0.288968,T0,S2823,5.6074,-0.247032,5.56546,11612,961
3443,-0.265315,T0,S5435,5.6074,-0.247032,5.65777,9232,547
3444,-0.174806,T0,S1183,5.6074,-0.247032,5.58734,9252,968
3445,-0.210432,T0,S3813,5.6074,-0.247032,5.60945,4501,306
3446,-0.310927,T0,S5663,5.6074,-0.247032,5.61735,22012,2666
3447,-0.233055,T0,S40,5.6074,-0.247032,5.59393,3436,532
3448,-0.25068,T0,S5188,5.6074,-0.247032,5.62656,7031,749
3449,-0.0439515,T0,S676,5.6074,-0.247032,5.67464,23810,1232
3450,-0.250906,T0,S5811,5.6074,-0.247032,5.63337,7026,798
3451,-0.245341,T0,S67,5.6074,-0.247032,5.59599,3439,540
3452,-0.248462,T0,S3725,5.6074,-0.247032,5.61598,6818,697
3453,-0.232586,T0,S5876,5.6074,-0.247032,5.59074,5227,589
3454,-0.229773,T0,S3882,5.6074,-0.247032,5.56066,9010,1122
3455,-0.290101,T0,S5917,5.6074,-0.247032,5.57645,12730,1452
3456,-0.247248,T0,S5970,5.6074,-0.247032,5.64577,6824,451
3457,-0.208791,T0,S6007,5.6074,-0.247032,5.57623,6937,786
3458,-0.257053,T0,S3213,5.6074,-0.247032,5.60742,6039,588
3459,-0.256964,T0,S3166,5.6074,-0.247032,5.60738,6028,586
3460,-0.23916,T0,S1535,5.6074,-0.247032,5.60076,2656,409
3461,-0.235974,T0,S82,5.6074,-0.247032,5.59927,2650,384
3462,-0.230358,T0,S2796,5.6074,-0.247032,5.58197,6386,816
3463,-0.232755,T0,S78,5.6074,-0.247032,5.58755,5710,673
3464,-0.218139,T0,S231,5.6074,-0.247032,5.58872,4945,455
3465,-0.261169,T0,S2991,5.6074,-0.247032,5.60115,6737,677
3466,-0.192782,T0,S3105,5.6074,-0.247032,5.58658,8365,764
3467,-0.193986,T0,S2522,5.6074,-0.247032,5.61747,5996,327
3468,-0.215062,T0,S3142,5.6074,-0.247032,5.63561,6734,636
3469,-0.256964,T0,S3166,5.6074,-0.247032,5.60738,6028,586
3470,-0.025216,T0,T3182,5.6074,-0.247032,5.68221,26051,1349
3471,-0.278649,T0,S3192,5.6074,-0.247032,5.63761,12621,1260
3472,-0.29248,T0,S3202,5.6074,-0.247032,5.63627,14446,1690
3473,-0.257053,T0,S3213,5.6074,-0.247032,5.60742,6039,588
3474,-0.268719,T0,S3227,5.6074,-0.247032,5.59324,7973,716
3475,-0.014112,T0,S3248,5.6074,-0.247032,5.68312,27502,1496
3476,-0.173395,T0,T3256,5.6074,-0.247032,5.6205,10190,783
3477,-0.26772,T0,S3263,5.6074,-0.247032,5.63096,9056,1184
3478,-0.271571,T0,S5726,5.6074,-0.247032,5.58755,8448,712
3479,-0.214581,T0,S829,5.6074,-0.247032,5.6355,6727,635
3480,-0.194835,T0,S3642,5.6074,-0.247032,5.59391,7346,715
3481,-0.27379,T0,S5172,5.6074,-0.247032,5.61402,8585,990
3482,-0.231807,T1009,S1011,5.56514,-0.234975,5.55697,2711,456
3483,-0.215758,T1009,S2612,5.56514,-0.234975,5.57848,3973,910
3484,-0.231403,T1017,S1018,5.5389,-0.213429,5.55389,3114,331
3485,-0.218211,T1017,S1022,5.5389,-0.213429,5.53802,539,144
3486,-0.216404,T1028,S217,5.5957,-0.216953,5.57282,2979,563
3487,-0.215881,T1028,T1043,5.5957,-0.216953,5.56932,4099,995
3488,-0.213809,T1028,S1647,5.5957,-0.216953,5.56291,4137,781
3489,-0.213809,T1028,S1647,5.5957,-0.216953,5.56291,4137,781
3490,-0.263477,T103,S879,5.53462,-0.423644,5.59814,21980,2010
3491,-0.275573,T103,S4179,5.53462,-0.423644,5.58273,23820,2562
3492,-0.338736,T103,S106,5.53462,-0.423644,5.5473,9928,907
3493,-0.414827,T103,S3576,5.53462,-0.423644,5.53549,984,224
3494,-0.198538,T103,T136,5.53462,-0.423644,5.58137,32877,2954
3495,-0.263734,T103,T1099,5.53462,-0.423644,5.58102,19515,1758
3496,-0.263734,T103,T1099,5.53462,-0.423644,5.58102,19515,1758
3497,-0.410819,T103,S5014,5.53462,-0.423644,5.53567,1428,264
3498,-0.219412,T1043,S6246,5.56932,-0.215881,5.59145,2669,320
3499,-0.252768,T1043,S1931,5.56932,-0.215881,5.57451,6109,1148
3500,-0.175265,T1043,S280,5.56932,-0.215881,5.67101,14504,1531
3501,-0.216955,T1043,S4120,5.56932,-0.215881,5.56464,751,161
3502,-0.193497,T1043,S4145,5.56932,-0.215881,5.57377,2593,364
3503,-0.205816,T1043,S1613,5.56932,-0.215881,5.57205,2369,389
3504,-0.247727,T1043,S5083,5.56932,-0.215881,5.56616,4673,866
3505,-0.216965,T1044,S1038,5.57108,-0.213558,5.5908,2654,427
3506,-0.210309,T1044,S1386,5.57108,-0.213558,5.57997,1208,247
3507,-0.221889,T1044,S1527,5.57108,-0.213558,5.59529,4247,579
3508,-0.216674,T1044,S1546,5.57108,-0.213558,5.58298,1645,268
3509,-0.208783,T1044,S561,5.57108,-0.213558,5.58201,1491,327
3510,-0.201041,T1044,S2028,5.57108,-0.213558,5.57347,1797,382
3511,-0.216915,T1048,S468,5.59087,-0.217519,5.59869,937,208
3512,-0.216799,T1053,S1056,5.5919,-0.204736,5.59465,2090,449
3513,-0.169447,T1059,S1061,5.56742,-0.163812,5.56722,756,132
3514,-0.229855,T1081,S945,5.54539,-0.215964,5.55886,2238,497
3515,-0.230633,T1081,S1093,5.54539,-0.215964,5.55907,2994,646
3516,-0.235831,T1081,S1110,5.54539,-0.215964,5.55636,4444,562
3517,-0.218211,T1081,S1022,5.54539,-0.215964,5.53802,1227,216
3518,-0.235088,T1081,S4707,5.54539,-0.215964,5.5523,4841,629
3519,-0.23085,T1081,S4915,5.54539,-0.215964,5.53527,2660,442
3520,-0.249828,T1099,S1101,5.58102,-0.263734,5.5734,3107,526
3521,-0.254699,T1099,S110,5.58102,-0.263734,5.57635,2476,437
3522,-0.264636,T1099,S1815,5.58102,-0.263734,5.54649,4923,898
3523,-0.289693,T1099,T1957,5.58102,-0.263734,5.57517,3522,507
3524,-0.28214,T1099,S4172,5.58102,-0.263734,5.58878,4383,1011
3525,-0.288968,T1099,S2823,5.58102,-0.263734,5.56546,3457,369
3526,-0.26058,T1099,S4201,5.58102,-0.263734,5.58875,1120,269
3527,-0.274352,T1099,T4214,5.58102,-0.263734,5.5758,1842,448
3528,-0.226528,T1099,S4221,5.58102,-0.263734,5.54296,6632,904
3529,-0.248525,T1127,S1129,5.57355,-0.249583,5.57285,4062,520
3530,-0.209493,T113,S5310,5.55108,-0.21306,5.545,957,338
3531,-0.2253,T113,S115,5.55108,-0.21306,5.5654,2969,483
3532,-0.255634,T113,S142,5.55108,-0.21306,5.60103,8696,1574
3533,-0.216685,T113,S1037,5.55108,-0.21306,5.58282,4486,786
3534,-0.214835,T113,S1284,5.55108,-0.21306,5.55227,283,91
3535,-0.296223,T113,S1619,5.55108,-0.21306,5.61395,18935,2196
3536,-0.214512,T113,S1640,5.55108,-0.21306,5.57716,3865,788
3537,-0.296223,T113,S1619,5.55108,-0.21306,5.61395,18935,2196
3538,-0.320112,T113,S1672,5.55108,-0.21306,5.62886,20546,3540
3539,-0.234334,T113,S1710,5.55108,-0.21306,5.56431,3792,794
3540,-0.273318,T113,S1732,5.55108,-0.21306,5.60065,9290,1686
3541,-0.27929,T113,S1754,5.55108,-0.21306,5.57362,8672,1177
3542,-0.176689,T113,S278,5.55108,-0.21306,5.66794,15468,1831
3543,-0.201552,T113,T2086,5.55108,-0.21306,5.54852,1680,556
3544,-0.230961,T113,S1632,5.55108,-0.21306,5.57297,4208,773
3545,-0.203353,T113,S2895,5.55108,-0.21306,5.57927,4825,1005
3546,-0.225665,T113,S3050,5.55108,-0.21306,5.5592,1903,375
3547,-0.229917,T113,S3370,5.55108,-0.21306,5.57118,3937,717
3548,-0.197765,T113,S3783,5.55108,-0.21306,5.58021,5315,936
3549,-0.211819,T113,S4488,5.55108,-0.21306,5.56654,2464,548
3550,-0.229992,T1137,S1139,5.5425,-0.256255,5.53538,3693,573
3551,-0.211741,T1137,S1164,5.5425,-0.256255,5.53359,6355,883
3552,-0.254857,T1137,S4875,5.5425,-0.256255,5.54175,176,30
3553,-0.223547,T1146,S1149,5.54146,-0.209251,5.53685,1968,342
3554,-0.217059,T1146,S2177,5.54146,-0.209251,5.54029,946,196
3555,-0.223316,T1146,S4162,5.54146,-0.209251,5.53672,1945,339
3556,-0.228926,T1146,S1001,5.54146,-0.209251,5.53562,2579,440
3557,-0.23291,T1146,S1153,5.54146,-0.209251,5.53479,3029,507
3558,-0.251435,T118,S121,5.58776,-0.251448,5.5863,269,77
3559,-0.22843,T118,S2133,5.58776,-0.251448,5.56271,5068,914
3560,-0.222645,T118,S2147,5.58776,-0.251448,5.55854,6635,1102
3561,-0.235921,T118,T75,5.58776,-0.251448,5.56507,4761,917
3562,-0.231588,T118,S1276,5.58776,-0.251448,5.57365,3385,662
3563,-0.174806,T1181,S1183,5.54328,-0.204909,5.58734,6716,801
3564,-0.180797,T1184,S1187,5.57788,-0.170827,5.56795,2045,286
3565,-0.236899,T1195,S1197,5.58438,-0.240606,5.58598,557,138
3566,-0.231588,T1195,S1276,5.58438,-0.240606,5.57365,1908,392
3567,-0.255853,T1206,T1345,5.56959,-0.216475,5.56963,5493,980
3568,-0.233756,T1206,S1357,5.56959,-0.216475,5.57714,2745,571
3569,-0.23092,T1206,T1374,5.56959,-0.216475,5.5901,3629,705
3570,-0.221955,T1206,T1401,5.56959,-0.216475,5.58467,2128,478
3571,-0.233804,T1206,S1424,5.56959,-0.216475,5.57723,2756,572
3572,-0.233624,T1206,S1431,5.56959,-0.216475,5.57981,2562,553
3573,-0.227973,T1206,S1487,5.56959,-0.216475,5.5765,1786,425
3574,-0.183011,T1206,S1589,5.56959,-0.216475,5.58766,6930,1136
3575,-0.223316,T1206,S4162,5.56959,-0.216475,5.53672,5053,708
3576,-0.239488,T1206,S4300,5.56959,-0.216475,5.5381,5559,884
3577,-0.23339,T1206,S4964,5.56959,-0.216475,5.54729,3795,635
3578,-0.194791,T1206,S5152,5.56959,-0.216475,5.59389,5675,1211
3579,-0.233005,T1207,S1209,5.56987,-0.217506,5.57462,2376,494
3580,-0.227457,T1207,S1235,5.56987,-0.217506,5.57485,1519,365
3581,-0.227457,T1207,S1235,5.56987,-0.217506,5.57485,1519,365
3582,-0.238964,T1216,S1218,5.58039,-0.239548,5.58144,171,37
3583,-0.238537,T1216,S2447,5.58039,-0.239548,5.57704,431,85
3584,-0.239742,T1246,S1228,5.57972,-0.24683,5.58039,966,195
3585,-0.244844,T1288,S1290,5.57695,-0.242127,5.5784,348,57
3586,-0.215881,T132,T1043,5.58467,-0.235117,5.56932,3348,814
3587,-0.216439,T132,S1435,5.58467,-0.235117,5.57285,3605,649
3588,-0.235185,T132,S4373,5.58467,-0.235117,5.58239,480,106
3589,-0.234684,T132,S4382,5.58467,-0.235117,5.58007,793,154
3590,-0.215844,T132,T1325,5.58467,-0.235117,5.5728,4583,848
3591,-0.216744,T1325,S1327,5.5728,-0.215844,5.60488,4217,757
3592,-0.213217,T1325,S1407,5.5728,-0.215844,5.57599,456,143
3593,-0.215996,T1325,T1416,5.5728,-0.215844,5.56861,971,360
